SUID,shared name,name,selected,Name,GS_DESCR,GS_Type,Genes,gs_size,pvalue,fdr_qvalue,fwer_qvalue,ES,NES,Colouring
4648,GO:0000462,GO:0000462,FALSE,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ENR,CNC02570|CNA01540|CND03780|CND04200|CNG03270|CNI01730|CNN00090|CNL05200|CNB01260|CNE01200|CNA05930|CNA05935|CNA07030|CNA07530|CNA08230|CNB00040|CNB00450|CNB00540|CNB01060|CNB01090|CNB02750|CNF00670|CNB05270|CNB05450|CNG01500|CNC02190|CNC02340|CNC05910|CNG04380|CNC06360|CNI02150|CND02790|CNI04340|CND04480|CND05510|CNE02190|CNE03760|CNF04700|CNG01210|CNG02245|CNG02250|CNG02830|CNG02910|CNG03720|CNH02180|CNI01530|CNI01790|CNI02850|CNL04010|CNM00140|CNM00160|CNN00950|CNN01370|CNF00090|CNJ00110|CNJ01990,56,0.0015,0.063,0.4383,-0.6918,-1.9926,-0.9985
4649,GO:0000460,GO:0000460,FALSE,GO:0000460,maturation of 5.8S rRNA,ENR,CNA02760|CNA00790|CNA08280|CNC02570|CNB02570|CNC02010|CND02660|CNA01540|CND03780|CND04200|CNJ00650|CNG03270|CNI01730|CNN00090|CNF01680|CNL05200|CND04240|CNC03940|CND05090|CNF00090|CNE01810|CNA01840|CNC02820|CNB01260|CNB04640|CNC04880|CND00460|CNJ01990|CND03120|CNE00590|CNE01200|CNE01670|CNF02230|CNF01810|CNH01340|CNM01320|CNN00480|CNB00450|CNG04380|CNI04340,40,0.0177,0.1339,0.9346,-0.6595,-1.7707,-0.9823
4650,GO:0003724,GO:0003724,FALSE,GO:0003724,RNA helicase activity,ENR,CND00630|CNH00280|CNM02050|CND02650|CNI02850|CNC02960|CNA06640|CNA07200|CNF01240|CNA07620|CNB01970|CNI02710|CNA07860|CNA01540|CNB05040|CNH02470|CND05090|CNJ01590|CNE00590|CNA07420|CNH02690|CNA07030|CNC06460|CNI00970|CNG03650|CNC00100|CNB01060|CNF04330|CNG01650|CNC02340|CNC06360|CNI01880|CNB00610|CND06190,34,0.0241,0.1328,0.995,-0.6327,-1.6678,-0.9759
4651,GO:0071013,GO:0071013,FALSE,GO:0071013,catalytic step 2 spliceosome,ENR,CND00630|CNH00300|CNC02380|CNE01310|CNI02720|CNH00830|CNI03180|CNL06250|CNB01640|CNJ02650|CNA06640|CNA06890|CNJ03360|CNL03890|CNM00670|CNA07590|CNE03420|CNL06380|CNB03050|CNN00450|CNC01770|CNA00710|CNA01350|CNA01020|CNA06730|CND00900|CNB00200|CND02170|CNB05340|CND02290|CND03220|CND03910|CNI01130|CNF00260|CNF02950|CNF02850|CNG01650|CNG02290|CNM01360|CNG03060|CNC06360|CNG03090|CNI01880,43,0.0241,0.1474,0.9829,-0.6197,-1.7036,-0.9759
4652,GO:0045892,GO:0045892,FALSE,GO:0045892,"negative regulation of transcription, DNA-templated",ENR,CNA06620|CNA06550|CNE01490|CNH00290|CND03645|CNL04080|CNF01870|CNL05000|CNI04110|CNG00240|CNC05330|CNA07200|CNI03050|CNM01520|CNN00500|CNI03280|CND03210|CND03540|CNN00550|CNB03160|CND04520|CNF01960|CNG02110|CND04550|CND05540|CNA03840|CNB04370|CNA03420|CNA08010|CNA00400|CNG03620|CNA01820|CNB04890|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC01750|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE01590|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CND05810|CNI02950|CNI03430|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNE03830|CNK03050|CNF02840|CNA05430|CNG01230|CNE04710|CNA06070|CNC05310|CNK02230|CNF01810|CNB05360|CNF01550|CNM01210|CND01880|CNB00550,81,0,0.0815,0.6361,-0.6734,-1.9345,-1
4653,GO:0005506,GO:0005506,FALSE,GO:0005506,iron ion binding,ENR,CNM01450|CNE03090|CNC02410|CNL06050|CNB01220|CNJ02230|CNA07330|CNF02980|CNH02375|CNB05620|CNH03570|CNI02240|CNF01310|CNF03720|CNB05120|CNF02010|CNJ02910|CNG03340|CNA04020|CNA04710|CNB05220|CNF03950|CNK00680|CNA05010|CNG03010|CNE04050|CNC04570|CNK00720|CNG01900|CNA00300|CNG00280|CNB03230|CNH03170|CND00970,34,2e-04,0.0686,0.3274,0.899,1.5559,0.9998
4654,GO:0071011,GO:0071011,FALSE,GO:0071011,precatalytic spliceosome,ENR,CNB05520|CNA06730|CNB00200|CNB05340|CNI02920|CNA01270|CNI03180|CND03240|CNA05400|CNF02950|CNJ03360|CNA07590|CNL06380|CNB03050|CNG03870|CNN00960|CNF02850|CNG01500|CNC01770|CNG03060|CNG03090|CNC03370,22,0.0108,0.1221,0.8926,-0.7575,-1.8096,-0.9892
4655,GO:0003727,GO:0003727,FALSE,GO:0003727,single-stranded RNA binding,ENR,CNC03940|CND03930|CNA02740|CND05090|CNE02090|CNM01820|CND02530|CNI03430|CNB04510|CNL03890|CNA05020|CNA07590|CNB04890|CNF01250|CNA06850|CNI01160|CNF01550|CND04750|CNC01770|CND05580|CNK00210,21,0.0259,0.1562,0.9996,-0.6904,-1.607,-0.9741
4656,GO:0045132,GO:0045132,FALSE,GO:0045132,meiotic chromosome segregation,ENR,CNL04240|CNL06360|CND04050|CND04850|CNF01100|CNF03190|CNG01080|CNG02490|CNA03600|CNG03850|CNA05320|CNH00580|CNA06580|CNH01680|CNH01820|CNB00660|CNB02840|CNB04120|CNI01440|CNI02810|CNC01510|CNC01690|CNC01750|CNK00980|CND01530,25,0.0131,0.124,0.913,-0.7151,-1.7912,-0.9869
4657,GO:0097526,GO:0097526,FALSE,GO:0097526,spliceosomal tri-snRNP complex,ENR,CNH00210|CNF00860|CNI02920|CNA00090|CNI03670|CNA05400|CNJ02650|CNJ03360|CNL03890|CNA07590|CNB03050|CNN01500|CNC01770|CNC02980|CNA00710|CNB05520|CNB00200|CND02170|CNB05340|CNC05120|CND03240|CND05530|CNI01600|CNF04330|CNG01500,25,0.0144,0.1361,0.9342,-0.7217,-1.7713,-0.9856
4658,GO:2000113,GO:2000113,FALSE,GO:2000113,negative regulation of cellular macromolecule biosynthetic process,ENR,CND03645|CNL05000|CNA07200|CNF01240|CND03210|CND03540|CNH02480|CND04520|CNF01960|CND04550|CND05540|CNA03840|CNA08010|CNB04890|CNC01550|CNC01750|CNE01590|CND05810|CNI02950|CNI03430|CNE03830|CNK03050|CNF00340|CNF02840|CNM02320|CNA05430|CNG01230|CNE04710|CNA06070|CNJ00415|CNH01270|CNK02230|CNL05865|CNM01210|CND01930|CNB00550|CNK02590|CNA06620|CNF03810|CNA06550|CNE01490|CNM01820|CNH00290|CNL04080|CNF01870|CNI04110|CNG00240|CNC05330|CNI03050|CNM01520|CNN00500|CNI03280|CNC02150|CNN00550|CNB03160|CNG02110|CND05090|CNB04370|CNG02640|CNA03420|CNA00400|CNG03620|CNA01820|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNA00790|CNA06430|CNH01750|CNA08280|CNB03280|CNB04870|CNC02010|CNC02210|CNC03360|CNC05460|CND02660|CND04750|CND04760|CND04900|CND05580|CNF01540|CNF01680|CNF03820|CNG02835|CNG03790|CNJ01520|CNJ02470|CNK00240|CNF04360|CNL04550|CNC05310|CNL06350|CNM01100|CNN00850|CNF01810|CNG02350|CNB05360|CNF01550|CNB03010|CND01880,126,0,0.1304,0.9961,-0.5615,-1.6599,-1
4659,GO:0070603,GO:0070603,FALSE,GO:0070603,SWI/SNF superfamily-type complex,ENR,CNG00510|CNE05140|CNH01775|CNJ00250|CNA03310|CNK01830|CNL04080|CNI04050|CNM00780|CNB02210|CNE04020|CNG01620|CNJ00880|CNA00990|CNA06840|CNL04590|CND06010|CNG02900|CNA07190|CNB05320|CNC06140|CNI00980|CNA02600|CNA06400|CNM01210|CNB00580|CNG03660,27,0.0126,0.1392,0.97,-0.6903,-1.7307,-0.9874
4660,GO:0032040,GO:0032040,FALSE,GO:0032040,small-subunit processome,ENR,CND05510|CNE03760|CNF04700|CNG01210|CNH02180|CND02710|CNI01790|CNL04010|CND02860|CNM00140|CNM00160|CNN00950|CNJ00090|CNB03110|CNL05200|CNE03320|CNF00090|CNL04720|CNJ01990|CNE01200|CNK00110|CNJ02290|CNI01120|CNA05930|CNA07420|CNA05935|CNB05580|CNA07530|CNB00040|CNB00540|CNE01090|CNB05270|CNB00340|CNB05450|CNG01500|CNC02340|CNC05910|CNG04380,38,0.0096,0.0776,0.6918,-0.7136,-1.9147,-0.9904
4661,GO:0034062,GO:0034062,FALSE,GO:0034062,5'-3' RNA polymerase activity,ENR,CNE01650|CNB00830|CNF03750|CNF04080|CNE03720|CNB01370|CND03040|CND03140|CNG00720|CND03540|CNA07710|CND04750|CNB00680|CNB02280|CND05580|CNE05120|CNG01230|CNI02630|CNA06010|CNE05090|CNB01360|CNJ01580|CNL04765|CNF00390|CNL05020|CNJ01730|CNI00420|CNE00450|CNC02990|CNI01770|CND05820|CNK01350,32,0.0183,0.1302,0.9956,-0.6429,-1.6647,-0.9817
4662,GO:0045814,GO:0045814,FALSE,GO:0045814,"negative regulation of gene expression, epigenetic",ENR,CNE04500|CNE01490|CNJ00250|CNI02950|CNI03430|CNL04080|CNF01870|CNL05000|CNC05330|CNA07200|CNI03050|CND03210|CNF02840|CNA05430|CNF01960|CND04550|CNB04370|CNC05310|CNA03420|CNK02230|CNA08010|CNB05360|CNC00780|CNF01550|CNB00550|CNE02030,26,0.0207,0.1324,0.9953,-0.6808,-1.6651,-0.9793
4663,GO:0030261,GO:0030261,FALSE,GO:0030261,chromosome condensation,ENR,CNA03600|CNG01400|CNG04180|CND04050|CNA05290|CNA06590|CNB02030|CNL06800|CNC05330|CNI03050|CNI03280|CND01850|CND05500|CNC01750|CNE00970|CNF02840|CNK02970,17,0.0119,0.1394,0.9902,-0.7932,-1.6854,-0.9881
4664,GO:1902562,GO:1902562,FALSE,GO:1902562,H4 histone acetyltransferase complex,ENR,CNA06110|CNE05140|CNI03440|CNB05320|CNI04050|CNN00500|CNN01180|CNL06440|CNN01755|CNN00920|CND03810|CNB03160|CND03250|CNA00990|CNF01960|CNA06840|CNJ01070|CNC01390,18,0.0374,0.1918,1,-0.6748,-1.5538,-0.9626
4665,GO:0045259,GO:0045259,FALSE,GO:0045259,proton-transporting ATP synthase complex,ENR,CND01180|CNC05260|CNB04580|CNG02790|CNC05720|CND03280|CNE00750|CNC03840|CNF02280|CNA05160|CNB00330|CNF00570|CNC00990|CND00340,14,0.012,0.1343,0.9593,-0.7987,-1.7454,-0.988
4666,GO:0006333,GO:0006333,FALSE,GO:0006333,chromatin assembly or disassembly,ENR,CNE04500|CNA06550|CNC02310|CNI02950|CND03645|CNL04080|CNL05000|CNE03830|CNC05330|CNI03050|CNM01520|CNI03280|CND03540|CNH02010|CNF02840|CNG01230|CNA03600|CNE03030|CNA00540|CNC05310|CNA06970|CNB00560|CNG02900|CNB00570|CNB05610|CNC00880|CNA07190|CNC01110|CNA00750|CNC01610|CNE04440|CNJ02540|CNB05360|CNG03620|CNL05670|CNC00780|CNF01550|CNM01210,38,0.0282,0.1442,0.983,-0.6579,-1.7026,-0.9718
4667,GO:0006696,GO:0006696,FALSE,GO:0006696,ergosterol biosynthetic process,ENR,CNB03100|CNJ00460|CNC02410|CNM00100|CNC04470|CNC05080|CNC05660|CNC06200|CND01320|CND02520|CND06110|CNA00300|CNA01070|CNA01960|CNF03720|CNF04830|CNG02670|CNA08290|CNH01240,19,0.039,0.1934,1,-0.667,-1.5386,-0.961
4668,GO:0000469,GO:0000469,FALSE,GO:0000469,cleavage involved in rRNA processing,ENR,CNE02190|CNG02910|CNA02760|CNA00790|CNA08280|CNC02570|CNC02010|CNA04300|CND02660|CNA01540|CND03780|CND04200|CNG03270|CNI01730|CNN00090|CNE01710|CNF01680|CNL05200|CND04240|CNC03940|CND05090|CNF00090|CNE01810|CNF04820|CNC04880|CNJ01990|CNE00590|CNE01670|CNF01810|CNB00450|CNC02190|CNC05910|CNG04380|CNI04340,34,0.015,0.1364,0.9567,-0.6778,-1.7486,-0.985
4669,GO:0005761,GO:0005761,FALSE,GO:0005761,mitochondrial ribosome,ENR,CNB04730|CNC01030|CNC01900|CNC02805|CNC02880|CND04400|CNC05240|CNC05320|CNI03760|CNB01910|CND04600|CNE01960|CNE02690|CNE04000|CNE04980|CNF00040|CNF02140|CNG03160|CNC04580|CNH01600|CND02610|CNH01605|CNF00580|CNF02270|CNH02760|CNJ00980|CNI01050|CNI02170|CNI02560|CNI02150|CNI03170|CNK01950|CNJ01140|CNJ01410|CNJ02550|CNG02250|CNE02300|CNK01360|CNL05155|CNM00390|CNC03070|CNB04840|CNN01910|CNA01000|CNA04940|CNA05170|CNA05210|CNA07010|CNB02870|CNB03010|CNB04500,51,0.0225,0.1418,0.968,-0.6256,-1.7329,-0.9775
4670,GO:0006694,GO:0006694,FALSE,GO:0006694,steroid biosynthetic process,ENR,CNB03100|CNJ00460|CNC02410|CNM00100|CNC04470|CNC05080|CNL04950|CNG01830|CNA03510|CNC05660|CNC06200|CNA05010|CND01320|CND02520|CNG03260|CND06110|CNA00300|CNA01070|CNA01960|CNF03720|CNF04830|CNG02670|CNA08290|CNH01240,24,0.0241,0.1364,0.9984,-0.6868,-1.6392,-0.9759
4671,GO:0045934,GO:0045934,FALSE,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,ENR,CNA06620|CNA06550|CNE01490|CNH00290|CND02530|CNA02220|CND03645|CNL04080|CNF01870|CNL05000|CNI04110|CNG00240|CNK01230|CNC05330|CNA07200|CNI03050|CNM01520|CNN00500|CNI03280|CND03210|CNK03130|CND03540|CNF04670|CNG01430|CNN00550|CNH02480|CNB03160|CND04520|CNF01960|CNG02110|CND04550|CND05540|CNA03840|CNB04370|CNA03420|CNA07480|CNA08010|CNA00400|CNG03620|CNA01820|CNB04890|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC01750|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE01590|CNE02030|CNE04500|CNA02740|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CND05810|CNI02950|CNI03430|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNE03830|CNK03050|CNF02840|CNA05430|CNG01230|CNE04710|CNA06070|CNC05020|CNG04180|CNF04360|CNC05310|CNK02230|CNF01810|CNB05360|CNF01550|CNM01210|CND01880|CNB00550|CNK02590|CND03070,95,0,0.0764,0.656,-0.6647,-1.9272,-1
