SUID,shared name,name,selected,Name,GS_DESCR,GS_Type,Genes,gs_size,pvalue,fdr_qvalue,fwer_qvalue,ES,NES,Colouring
6782,GO:0005746,GO:0005746,FALSE,GO:0005746,mitochondrial respirasome,ENR,CNG00860|CNG02210|CNG03480|CNH02740|CNA03110|CNA01370|CNA03530|CNI02590|CNI03270|CNE01150|CNK03240|CNL04280|CNB00800|CNL04470|CNB01310|CNL04890|CNL05510|CNB03500|CNF01340|CNF03510|CNC02900|CNM01400|CNM01810|CNC05480|CNN01330|CNH03630|CNC07090|CNH01030|CNJ00510|CND04430|CNA04340|CNA04520|CNE02310|CNE03960|CNF00630|CNF03360|CNF03560,37,0,0.026,0.2448,0.899,1.6278,1
6783,GO:0051540,GO:0051540,FALSE,GO:0051540,metal cluster binding,ENR,CNI03830|CNG01590|CNE03090|CNH01530|CNG03480|CNL06050|CNK01430|CNK00950|CNA04420|CND02620|CNB01310|CNE03980|CNL05770|CNB04720|CNM00720|CNG02260|CNC02920|CNM01770|CNL05500|CNC05590|CNJ02910|CNJ01730|CNF03970|CNA00720|CNC07090|CNA04710|CNC03310|CNK00580|CNB05220|CNA00660|CND04070|CND05570|CNB03700|CND05560|CNE01920|CNE04050|CNE02310|CNE02800|CNL04340|CNG01900|CNK00560|CNA02270|CNI03410|CNF04130|CNG00160,45,1e-04,0.0039,0.0124,0.9251,1.6738,0.9999
6784,GO:1990204,GO:1990204,FALSE,GO:1990204,oxidoreductase complex,ENR,CNG00860|CNG03480|CNH02740|CNA03110|CNI02590|CNB00990|CNI03270|CNL04280|CNL04470|CNL05510|CNC01070|CNM01400|CNM01810|CNA01100|CNH03630|CNJ00510|CND05840|CNL05600|CNA04610|CND02450|CNC02480|CNN00460|CNA03530|CNA04420|CNB01920|CNE01150|CNC05690|CNE03330|CNB00800|CNC05700|CNE02620|CNB01310|CNB01730|CNC02900|CNF03470|CNC04310|CNJ00080|CNC04320|CNC07090|CNF04450|CNM02420|CNH01030|CNM02430|CND04430|CNG00840|CNE02310|CNE03960|CNF00630|CNF03360|CNF03560|CNA03850,51,1e-04,0.0051,0.0265,0.9095,1.6645,0.9999
6785,GO:0016491,GO:0016491,FALSE,GO:0016491,oxidoreductase activity,ENR,CNF01340|CNK01940|CNM01690|CNE01560|CNA03910|CNE03330|CNF02980|CNG03490|CNG00280|CNF03710|CNL05870|CNA01280|CNE04360|CNE04370|CNA05260|CNG00620|CNA08200|CNB00140|CNB01250|CNA03510|CNA05010|CND05840|CNB03230|CNB03590|CNF04100|CNG00340|CNE01780|CNA02040|CNC02670|CNC05690|CND00150|CNH02375|CND06030|CNH02530|CNG00110|CNI04250|CNG00950|CNK00130|CNG00270|CNG00470|CNI01220|CNJ00080|CNG01830|CNG03750|CNK02140|CNM02420|CNA02240|CNA04140|CNE02870|CNI00050|CNL05270|CNJ01180|CNA00220|CNA00280|CNA00310|CNA01130|CNA01160|CNA01190|CNA01420|CNA01490|CNA01850|CNA02630|CNA03110|CNC01200|CNA03525|CNC04200|CNA04330|CNA04970|CNA05250|CNA05880|CNA06700|CNE00980|CNA07110|CNF00750|CNA07130|CNA07300|CNF01200|CNA07650|CNA08110|CNA08130|CNG03820|CNB00160|CNB00220|CNI02240|CNB00420|CNB01650|CNL06740|CNB02490|CNA02430|CNB02540|CNB02690|CND01070|CNB04240|CND01210|CNB04350|CNI04030|CNB04710|CNB05120|CNK02570|CNB05660|CNA01050|CNB05760|CNL05820|CNA01100|CNA06250|CNC00020|CNC00380|CNC01290|CNC01400|CNC02720|CNA02580|CNC02760|CNC02850|CNC03310|CNC03460|CNC02180|CNC03500|CNC03590|CNC06800|CNC03630|CNC03730|CNC03800|CNC04490|CNC04570|CNE05350|CNC05340|CNC05420|CNF04590|CNC05450|CNC05930|CNG01960|CNC06220|CNC06260|CNC06420|CNI03410|CNC06880|CNC07010|CNK03140|CND00970|CND01120|CND01760|CND02060|CNK01530|CND02080|CNC02480|CND02150|CND02230|CND02280|CND02380|CND02410|CND03420|CND03740|CND04170|CND05960|CNC06670|CND06170|CNE00130|CNE00640|CNK02580|CNE00820|CNE00850|CNE01240|CNE01720|CNE03540|CNE03550|CNE03560|CNE04820|CNF00010|CNF01310|CNF01360|CNF01370|CNF02690|CNF03900|CNB04990|CNF04610|CNF04630|CNC07160|CNF04900|CNG00060|CNG00460|CNG00750|CNG01240|CNG01250|CNG01740|CNG02390|CNG01110|CNG03300|CNG03340|CNF03160|CNG03710|CNG03840|CNF03950|CNG03990|CNG00100|CNH01030|CNH01100|CNG03010|CNH01230|CNG03100|CNH01730|CNH02090|CNH02830|CNG03280|CNH02950|CNH03180|CNH03290|CNH03320|CNH03730|CNI00060|CNI00190|CNH02960|CNI00860|CNH03170|CNI00890|CNI01300|CNI01340|CNI01690|CNI02360|CNI00320|CNI03830|CNM01450|CNI04360|CNJ00140|CNJ00900|CNK00780|CNK00790|CNJ01090|CNK00880|CNK02370|CNK02840|CNK02860|CNK03350|CNL03730|CNL05050|CNK01050|CNL05070|CNA02450|CNL05290|CNL05845|CNL05890|CNA07390|CNL05910|CNL05930|CNK02880|CNL06140|CNL06190|CNG04210|CNL06470|CNL06600|CNL06690|CNH03570|CNM00830|CNM00900|CNM01710|CNM01870|CNJ02040|CNM02160|CNM02510|CNM02580|CNM02600|CNN00040|CNL04820|CNN00580|CNN00860|CNL05500|CNN01090|CNN01530|CNN01550|CNN01640|CNB03860|CNN01870|CNN02360|CND06120|CNL06460|CNA00300|CNA01070|CNA01960|CNA04610|CNA06240|CNB04090|CNC02410|CNC04470|CNH02640|CNC05140|CND01320|CND06110|CNB03540|CNE00710|CNF02510|CNF03720|CNF04830|CNG00600|CNH01240|CNJ00460|CNJ02060|CNK02940|CNM00470|CNC04310|CNC04320|CNA01620|CNA04020|CNH01070|CNM00220|CNM00290|CNA02370|CNA04310|CNA07520|CNB01620|CNB01750|CNB01990|CNB05620|CNC00920|CNC05880|CNC01070|CNC03870|CNC04120|CNC04350|CNC04830|CNC06950|CND00180|CND01570|CND02030|CND02450|CND03480|CND03850|CND05770|CND06290|CNE00330|CNE02620|CNE04860|CNE04870|CNL05340|CNF00050|CNF00740|CNF01770|CNF02250|CNF02330|CNF02480|CNF02530|CNF03470|CNF03780|CNF04450|CNG00170|CNG00320|CNG00410|CNG00590|CNG00840|CNG01150|CNG01280|CNG03020|CNG03080|CNG04300|CNE04310|CNH01220|CNG03920|CNH02450|CNH03150|CNI00690|CNI00900|CNI01990|CNI02230|CNI02410|CNI02420|CNI03790|CNJ01190|CNJ01940|CNJ02910|CNK00550|CNK00680|CNK01540|CNK03330|CNL04570|CNL05600|CNL06240|CNN01010|CNA01370|CNA01500|CNA03530|CNA04420|CNA05000|CNA06950|CNB01310|CNB01730|CNB03380|CNB03500|CNB03640|CNB04460|CNB04720|CNB05410|CNC02900|CNC02910|CNC02920|CNC04560|CNC04660|CNC05480|CNC05590|CNC05970|CNC06430|CNC06850|CNC07090|CND04070|CND05570|CND01340|CND01490|CNE00860|CND02630|CNE02310|CNE02520|CNE02800|CNE03890|CNE03960|CNF01260|CNE04200|CNH03740|CNE05360|CNI01590|CNL03740|CNF00630|CNL06020|CNF01980|CNF03360|CNF03560|CNF04890|CNG00160|CNG02173|CNG02210|CNG03480|CNH02030|CNH02730|CNH02740|CNH03120|CNH03130|CNI00360|CNI03270|CNK02100|CNK02190|CNK03240|CNL04890|CNL05510|CNL05770|CNL05970|CNL06820|CNL06830|CNM00240|CNM00720|CNM01810|CNM02270|CNF02010|CNN01330|CNA04240|CNK00720|CNL06050|CNB01220|CNK02000|CNA05600|CNA06340|CNB01200|CNC04710|CNE00580|CNC04130|CNG01100|CNH00120|CNK01800|CNL06340|CNN00220,465,0,0.0949,0.895,0.7965,1.586,1
6786,GO:0015926,GO:0015926,FALSE,GO:0015926,glucosidase activity,ENR,CNF01640|CND01960|CNK00060|CNM00410|CNN01360|CNA03300|CNA07770|CNC02510|CND00790|CNE03150|CNE05170|CNF01760|CNF02120|CNF00610|CNE02630|CNN00140|CNH00370|CNG01200|CNH02900|CNE04580|CNN00660|CNJ03090|CNL04840|CNA06030|CNB05150|CNH02490|CNC04670|CND00380|CND00550|CND06130|CND06160,31,0.0071,0.1521,0.9934,0.924,1.5634,0.9929
6787,GO:0016651,GO:0016651,FALSE,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",ENR,CND02230|CNG02173|CNH02730|CNA03110|CNE00130|CND01320|CNL05930|CNB01200|CNB01310|CNL05770|CNA02430|CNB02540|CND01070|CNM00240|CNB04240|CNH01240|CNM00720|CNB04350|CNC02910|CNK02570|CNM01810|CNM02270|CNK01800|CNN01090|CNG01740|CNC04120|CNC07090|CNG03990|CND04070|CNH01030|CNC04490|CNE02800|CNF04590|CNE03960|CNA01960|CNI03410|CNF03360|CNI01690,38,0.0029,0.1368,0.9834,0.8693,1.5702,0.9971
6788,GO:0070469,GO:0070469,FALSE,GO:0070469,respirasome,ENR,CNG00860|CNG02173|CNG02210|CNG03480|CNH02740|CNA03110|CNA01370|CNA01500|CNA03530|CNI02590|CNA05180|CNI03270|CNA05580|CNE01150|CNA06950|CNK03240|CNL04280|CNB00800|CNL04470|CNB01310|CNL04890|CNL05510|CNB03500|CNF01340|CNF03510|CNC02900|CNM01400|CNM01810|CNC05480|CNN01330|CNH03630|CNC07090|CND04070|CNH01030|CNJ00510|CND04430|CNA04340|CNA04520|CNC04490|CNE02310|CNE03960|CNF00630|CNF03360|CNF03560|CNI01690,45,0,0.0095,0.0587,0.8995,1.6525,1
6789,GO:0016655,GO:0016655,FALSE,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",ENR,CNC02910|CNM01810|CNG02173|CNM02270|CNH02730|CNA03110|CNC07090|CND04070|CNH01030|CNC04490|CNB01200|CNB01310|CNE02800|CNE03960|CNF03360|CNB04240|CNI01690|CNB04350,18,0.0066,0.1839,0.9984,0.9171,1.5565,0.9934
6790,GO:0019646,GO:0019646,FALSE,GO:0019646,aerobic electron transport chain,ENR,CNG00860|CNG02210|CNH02730|CNH02740|CNA03530|CNI03270|CNA04680|CNA06950|CNK03240|CNA07460|CNL04280|CNB00800|CNL04470|CNL04890|CNL05510|CNB03500|CNL05770|CNC02900|CNM01400|CNC02910|CNC05480|CNN01330|CNC07090|CND04070|CND04430|CNE02310|CNF00630|CNF03560,28,0.0023,0.1095,0.9299,0.8882,1.5814,0.9977
6791,GO:0046906,GO:0046906,FALSE,GO:0046906,tetrapyrrole binding,ENR,CND02150|CNJ00140|CNH02030|CNA05600|CNA06950|CNB01620|CNF01200|CNB00800|CNM01220|CNF01310|CNF03720|CNC07160|CNB05120|CNL05500|CNN01090|CNA04480|CNL06340|CNK00680|CNC04830|CNC04570|CND02630|CNE03890|CNL04570|CNA00300|CNH03740|CNL03740|CNF00630|CNL06020|CNF01980|CNJ01180|CND03480|CNL04670,32,0.0086,0.1999,0.9997,0.8851,1.549,0.9914
6792,GO:0006091,GO:0006091,FALSE,GO:0006091,generation of precursor metabolites and energy,ENR,CNG00860|CNG01590|CNG02080|CNG02173|CNC02690|CNG02210|CNG03480|CNH02030|CNH02730|CNH02740|CNH03120|CNH03130|CNI00360|CNI02590|CNB00990|CNI03270|CNJ01690|CNK00270|CNK02100|CND02620|CNK02190|CNB01750|CNK03240|CNL04280|CNL04470|CNL04740|CNL04890|CNL05510|CNL05770|CNL05860|CNC00210|CNL05970|CNL06820|CNL06830|CNM00240|CNC01700|CNM00720|CNM01400|CNM01730|CNM01770|CNA00510|CNM01810|CNM02270|CNN01330|CNA06630|CNM01690|CNA08050|CNB00300|CNC01750|CNB04050|CNC00160|CNC00400|CNC01860|CNC03080|CNC03700|CNC04180|CND05770|CND06290|CND03390|CND05060|CNE00040|CNE04030|CNE05000|CNE05250|CNG03490|CNF03160|CNG03100|CNG03280|CNG01150|CNA03810|CNC04080|CNH02910|CND01930|CNE01450|CNI00320|CNG02820|CNH00960|CNH03380|CNJ00590|CNJ01080|CNE03260|CNL04390|CNL04420|CNH00290|CNN00430|CNK00280|CNB02660|CNK01050|CNH01400|CNK01230|CNK03130|CNK03170|CNF03530|CNJ03090|CNK01540|CNG02220|CNA04610|CNB04090|CNA01250|CNA01370|CNA01500|CNA03530|CNA04420|CNA04680|CNA05000|CNA05500|CNA06950|CNA07260|CNA07460|CNB00800|CNB01310|CNB01730|CNB03380|CNB03500|CNB03640|CNB04460|CNB04720|CNB04840|CNB05410|CNC01530|CNC02900|CNC02910|CNC02920|CNJ02060|CNC04560|CNC04660|CNC05480|CNC05590|CNC05970|CNC06430|CNC06850|CNC07090|CND00940|CND03280|CND03800|CND04070|CND04430|CND05570|CNE00140|CND01340|CNE00560|CND01490|CNE00860|CNE01610|CNE02310|CNE02800|CNE03960|CND05360|CNE04200|CNE05360|CNF00570|CNA02370|CNF00630|CNF01980|CNF03360|CNF03560|CNF04890|CNG00160,158,0,0.0292,0.2917,0.8308,1.624,1
6793,GO:0006790,GO:0006790,FALSE,GO:0006790,sulfur compound metabolic process,ENR,CNA04170|CNF04170|CNA07740|CNB00990|CNB00630|CNC05010|CNG00130|CNI01170|CND01560|CNI03710|CNA00720|CNA03770|CNA04710|CNB05220|CNC02180|CNC06800|CND00920|CND05560|CNE01920|CNE04050|CNE05350|CNE00920|CNF01330|CNF04590|CND00240|CNG01900|CND05500|CNG01960|CNI01920|CNI02610|CNI03410|CNJ03240|CND02450|CNK03140|CNB04610|CNC00430|CNC02640|CNC02650|CNC05860|CNC06790|CND00620|CNE00950|CNE01560|CNE02830|CNE05310|CNE05320|CNG04350|CNI00480|CNI04380|CNM02380|CNN00350|CNA04060|CNB02230|CNE03350|CNF02180|CNF03970|CNF04450|CNG00840|CNG01920|CNG03020|CNL06050|CNI00710|CNA01530|CNA02450|CNA03210|CNA06170|CNA07390|CNC01220|CND03690|CNE02740|CNG04210|CNH02290|CNH02520|CNH03570|CNI02030|CNI04130|CNI02750|CNI02930|CNI03560|CNJ02040|CNJ02520|CNG02260|CNJ00800|CNK00200|CNJ00850|CNK01740|CNK02310|CNL04820|CNL04980|CNL05500|CNL05880|CNN01730|CNB03860|CNE03380|CNA01640|CNL04340|CNL05600|CNB02390|CNE03090|CNN01560|CNC05080|CNL04950|CNA07260|CNG02670|CNC02920|CNM00100|CNC05790|CNA04050|CNA00140|CNA02260|CNA02370,111,1e-04,0.1272,0.962,0.8237,1.5764,0.9999
6794,GO:0015980,GO:0015980,FALSE,GO:0015980,energy derivation by oxidation of organic compounds,ENR,CNG00860|CNG01590|CNG02820|CNG02080|CNG02173|CNH00960|CNC02690|CNG02210|CNH03380|CNG03480|CNJ00590|CNE03260|CNL04390|CNH02730|CNL04420|CNH00290|CNH02740|CNN00430|CNI00360|CNB00990|CNB02660|CNI03270|CNJ01690|CNK00270|CND02620|CNB01750|CNK03240|CNL04280|CNL04470|CNL04740|CNL04890|CNF03530|CNL05510|CNL05770|CNC01700|CNM00720|CNM01400|CNM01770|CNA00510|CNM02270|CNJ03090|CNN01330|CNK01540|CNA08050|CNC01750|CNG02220|CNA04610|CNB04090|CNC03700|CNC04180|CNA01250|CNA01500|CNA03530|CNA04420|CNA04680|CNA05000|CNA05500|CNA06950|CNA07260|CNA07460|CNB00800|CNB01310|CNB01730|CNB03500|CNB03640|CNB04840|CNC01530|CNC02900|CNC02910|CNJ02060|CNC04560|CNC05480|CNG03490|CNC05970|CNC07090|CND03280|CND03800|CND04070|CND04430|CNG03100|CNE00560|CND01490|CNE01610|CNE02310|CNA03810|CNE02800|CND05360|CNC04080|CNF00570|CNH02910|CNF00630|CND01930|CNF03360|CNF03560|CNE01450,95,1e-04,0.0752,0.7996,0.8318,1.5937,0.9999
6795,GO:0008137,GO:0008137,FALSE,GO:0008137,NADH dehydrogenase (ubiquinone) activity,ENR,CNC02910|CNM01810|CNG02173|CNM02270|CNH02730|CNA03110|CNC07090|CND04070|CNH01030|CNC04490|CNB01310|CNE02800|CNE03960|CNF03360|CNI01690,15,0.002,0.0775,0.7572,0.9393,1.5967,0.998
6796,GO:0045333,GO:0045333,FALSE,GO:0045333,cellular respiration,ENR,CNG00860|CNG01590|CNG02080|CNG02173|CNC02690|CNG02210|CNG03480|CNE03260|CNH02730|CNH02740|CNI00360|CNB00990|CNI03270|CNJ01690|CNK00270|CND02620|CNB01750|CNK03240|CNL04280|CNL04470|CNL04740|CNL04890|CNL05510|CNL05770|CNC01700|CNM00720|CNM01400|CNM01770|CNA00510|CNM02270|CNN01330|CNK01540|CNG02220|CNA04610|CNB04090|CNA01250|CNA01500|CNA03530|CNA04420|CNA04680|CNA05000|CNA05500|CNA06950|CNA07260|CNA07460|CNB00800|CNB01310|CNB01730|CNB03500|CNB03640|CNB04840|CNC02900|CNC02910|CNJ02060|CNC04560|CNC05480|CNG03490|CNC05970|CNC07090|CND03280|CND03800|CND04070|CND04430|CNG03100|CNE00560|CND01490|CNE01610|CNE02310|CNE02800|CNF00570|CNH02910|CNF00630|CNF03360|CNF03560,74,6e-04,0.0726,0.7717,0.8485,1.5957,0.9994
6797,GO:0020037,GO:0020037,FALSE,GO:0020037,heme binding,ENR,CND02150|CNJ00140|CNH02030|CNA05600|CNA06950|CNB01620|CNF01200|CNB00800|CNM01220|CNF01310|CNF03720|CNC07160|CNB05120|CNL05500|CNN01090|CNA04480|CNL06340|CNK00680|CNC04830|CNC04570|CND02630|CNE03890|CNL04570|CNA00300|CNH03740|CNL03740|CNF00630|CNL06020|CNF01980|CNJ01180|CND03480|CNL04670,32,0.0084,0.1982,0.9994,0.8851,1.552,0.9916
6798,GO:0003954,GO:0003954,FALSE,GO:0003954,NADH dehydrogenase activity,ENR,CNC02910|CNK02570|CNM01810|CNG02173|CNM02270|CNH02730|CNA03110|CNC07090|CND04070|CNH01030|CNC04490|CNB01310|CNE02800|CNE03960|CNL05770|CNI03410|CNA02430|CNF03360|CND01070|CNI01690,20,0.001,0.0526,0.49,0.935,1.6118,0.999
6799,GO:0003955,GO:0003955,FALSE,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,ENR,CNC02910|CNM01810|CNG02173|CNM02270|CNH02730|CNA03110|CNC07090|CND04070|CNH01030|CNC04490|CNB01310|CNE02800|CNE03960|CNF03360|CNB04240|CNI01690|CNB04350,17,0.0011,0.0738,0.76,0.9393,1.5965,0.9989
6800,GO:0098800,GO:0098800,FALSE,GO:0098800,inner mitochondrial membrane protein complex,ENR,CNG00860|CND01180|CNG02210|CNG03480|CNH02740|CNA03110|CNK02220|CNI02590|CNI03270|CNL05720|CNK03240|CNL04280|CNL04470|CNE04970|CNL04890|CNL05510|CNF01340|CNI02620|CND04090|CNB04140|CNC04860|CNM01400|CNM01810|CNN01330|CNA05150|CNB04580|CNH03630|CNG02790|CNJ00510|CNE00750|CNK01920|CNL05310|CNC00990|CNA01370|CNB05140|CNA03530|CNE01150|CNB00800|CNB01310|CNC03840|CNA05160|CNA00120|CNB03500|CNA02230|CNC02900|CNC05480|CNC00840|CNC05260|CNC02580|CNC05720|CNC07090|CND03280|CNC01970|CNH01030|CNA03190|CND04430|CNN01630|CNA04520|CND03700|CND05080|CNE02310|CNE03960|CNB00330|CNF00570|CNA00980|CNF00630|CND00340|CNF03360|CNG03540|CNF03560|CNG04670,71,9e-04,0.1298,0.9735,0.8226,1.5738,0.9991
6801,GO:0098803,GO:0098803,FALSE,GO:0098803,respiratory chain complex,ENR,CNG00860|CNG02210|CNG03480|CNH02740|CNA03110|CNA01370|CNA03530|CNI02590|CNI03270|CNE01150|CNK03240|CNL04280|CNB00800|CNL04470|CNB01310|CNL04890|CNL05510|CNB03500|CNF01340|CNC02900|CNM01400|CNM01810|CNC05480|CNN01330|CNH03630|CNC07090|CNH01030|CNJ00510|CND04430|CNA04520|CNE02310|CNE03960|CNF00630|CNF03360|CNF03560,35,1e-04,0.0184,0.145,0.899,1.6378,0.9999
