SUID,shared name,name,selected,Name,GS_DESCR,GS_Type,Genes,gs_size,pvalue,fdr_qvalue,fwer_qvalue,ES,NES,Colouring
2373,GO:1902679,GO:1902679,FALSE,GO:1902679,negative regulation of RNA biosynthetic process,ENR,CNA06620|CNA06550|CNE01490|CNH00290|CND03645|CNL04080|CNF01870|CNL05000|CNI04110|CNG00240|CNC05330|CNA07200|CNI03050|CNM01520|CNN00500|CNI03280|CND03210|CND03540|CNF04670|CNG01430|CNN00550|CNB03160|CND04520|CNF01960|CNG02110|CND04550|CND05540|CNA03840|CNB04370|CNA03420|CNA08010|CNA00400|CNG03620|CNA01820|CNB04890|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC01750|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE01590|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CND05810|CNI02950|CNI03430|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNE03830|CNK03050|CNF02840|CNA05430|CNG01230|CNE04710|CNA06070|CNC05020|CNC05310|CNK02230|CNF01810|CNB05360|CNF01550|CNM01210|CND01880|CNB00550,84,0.0016,0.0251,0.3672,-0.6301,-1.8479,-0.9984
2374,GO:0006323,GO:0006323,FALSE,GO:0006323,DNA packaging,ENR,CNE04500|CNG01400|CND04050|CNA06550|CNI02950|CND03645|CNL04080|CNL05000|CNL06800|CNE03830|CNC05330|CNI03050|CNM01520|CNI03280|CND03540|CNH02010|CNF02840|CNG01230|CNA03600|CNA00540|CNG04180|CNC05310|CNA06970|CNA05290|CNB00560|CNA06590|CNB00570|CNB05610|CNB02030|CNC00880|CNC01110|CNA00750|CNC01610|CNE04440|CNJ02540|CNB05360|CNG03620|CNL05670|CND01850|CNC00780|CND05500|CNC01750|CNE00970|CNF01550|CNM01210|CNK02970,46,0.0058,0.0615,0.786,-0.6716,-1.7486,-0.9942
2375,GO:0009678,GO:0009678,FALSE,GO:0009678,pyrophosphate hydrolysis-driven proton transmembrane transporter activity,ENR,CNA06920|CNA02690|CNC06660|CNE02210|CNL04630|CNJ02380|CND02320|CNK03340|CNL04870|CNA04290|CNG00380|CNI01180|CNC00590|CNE00750|CNH02370|CNA05130|CNF01900|CNF00570|CNC00990|CNN01260|CNA05420|CNF02860,22,0.0096,0.0868,0.9208,-0.771,-1.701,-0.9904
2376,GO:0000463,GO:0000463,FALSE,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ENR,CNB01260|CNB04640|CND00460|CND03120|CNE00590|CNE01670|CNF02230|CNF01810|CNM01320|CNN00480|CNA06360|CNA07490|CNB02570|CNB01060|CNC04220|CNC05560|CND02475|CND04240,18,4e-04,0.0081,0.102,-0.8694,-1.937,-0.9996
2377,GO:0000462,GO:0000462,FALSE,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ENR,CNC02570|CNA01540|CND03780|CND04200|CNG03270|CNI01730|CNN00090|CNL05200|CNB01260|CNE01200|CNA05930|CNA05935|CNA07030|CNA07530|CNA08230|CNB00040|CNB00450|CNB00540|CNB01060|CNB01090|CNB02750|CNF00670|CNB05270|CNB05450|CNG01500|CNC02190|CNC02340|CNC05910|CNG04380|CNC06360|CNI02150|CND02790|CNI04340|CND04480|CND05510|CNE02190|CNE03760|CNF04700|CNG01210|CNG02245|CNG02250|CNG02830|CNG02910|CNG03720|CNH02180|CNI01530|CNI01790|CNI02850|CNL04010|CNM00140|CNM00160|CNN00950|CNN01370|CNF00090|CNJ00110|CNJ01990,56,0,1e-04,0.001,-0.7381,-2.1194,-1
2378,GO:0000460,GO:0000460,FALSE,GO:0000460,maturation of 5.8S rRNA,ENR,CNA02760|CNA00790|CNA08280|CNC02570|CNB02570|CNC02010|CND02660|CNA01540|CND03780|CND04200|CNJ00650|CNG03270|CNI01730|CNN00090|CNF01680|CNL05200|CND04240|CNC03940|CND05090|CNF00090|CNE01810|CNA01840|CNC02820|CNB01260|CNB04640|CNC04880|CND00460|CNJ01990|CND03120|CNE00590|CNE01200|CNE01670|CNF02230|CNF01810|CNH01340|CNM01320|CNN00480|CNB00450|CNG04380|CNI04340,40,0.0014,0.0078,0.0809,-0.7478,-1.9504,-0.9986
2379,GO:0005746,GO:0005746,FALSE,GO:0005746,mitochondrial respirasome,ENR,CNG00860|CNG02210|CNG03480|CNH02740|CNA03110|CNA01370|CNA03530|CNI02590|CNI03270|CNE01150|CNK03240|CNL04280|CNB00800|CNL04470|CNB01310|CNL04890|CNL05510|CNB03500|CNF01340|CNF03510|CNC02900|CNM01400|CNM01810|CNC05480|CNN01330|CNH03630|CNC07090|CNH01030|CNJ00510|CND04430|CNA04340|CNA04520|CNE02310|CNE03960|CNF00630|CNF03360|CNF03560,37,0.0018,0.0787,0.7236,0.8607,1.5459,0.9982
2380,GO:0003724,GO:0003724,FALSE,GO:0003724,RNA helicase activity,ENR,CND00630|CNH00280|CNM02050|CND02650|CNI02850|CNC02960|CNA06640|CNA07200|CNF01240|CNA07620|CNB01970|CNI02710|CNA07860|CNA01540|CNB05040|CNH02470|CND05090|CNJ01590|CNE00590|CNA07420|CNH02690|CNA07030|CNC06460|CNI00970|CNG03650|CNC00100|CNB01060|CNF04330|CNG01650|CNC02340|CNC06360|CNI01880|CNB00610|CND06190,34,0,0.0091,0.1203,-0.7584,-1.9275,-1
2381,GO:0071013,GO:0071013,FALSE,GO:0071013,catalytic step 2 spliceosome,ENR,CND00630|CNH00300|CNC02380|CNE01310|CNI02720|CNH00830|CNI03180|CNL06250|CNB01640|CNJ02650|CNA06640|CNA06890|CNJ03360|CNL03890|CNM00670|CNA07590|CNE03420|CNL06380|CNB03050|CNN00450|CNC01770|CNA00710|CNA01350|CNA01020|CNA06730|CND00900|CNB00200|CND02170|CNB05340|CND02290|CND03220|CND03910|CNI01130|CNF00260|CNF02950|CNF02850|CNG01650|CNG02290|CNM01360|CNG03060|CNC06360|CNG03090|CNI01880,43,0.0198,0.1647,0.9998,-0.5886,-1.5755,-0.9802
2382,GO:0045892,GO:0045892,FALSE,GO:0045892,"negative regulation of transcription, DNA-templated",ENR,CNA06620|CNA06550|CNE01490|CNH00290|CND03645|CNL04080|CNF01870|CNL05000|CNI04110|CNG00240|CNC05330|CNA07200|CNI03050|CNM01520|CNN00500|CNI03280|CND03210|CND03540|CNN00550|CNB03160|CND04520|CNF01960|CNG02110|CND04550|CND05540|CNA03840|CNB04370|CNA03420|CNA08010|CNA00400|CNG03620|CNA01820|CNB04890|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC01750|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE01590|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CND05810|CNI02950|CNI03430|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNE03830|CNK03050|CNF02840|CNA05430|CNG01230|CNE04710|CNA06070|CNC05310|CNK02230|CNF01810|CNB05360|CNF01550|CNM01210|CND01880|CNB00550,81,0.0015,0.0264,0.3922,-0.6353,-1.8417,-0.9985
2383,GO:0005506,GO:0005506,FALSE,GO:0005506,iron ion binding,ENR,CNM01450|CNE03090|CNC02410|CNL06050|CNB01220|CNJ02230|CNA07330|CNF02980|CNH02375|CNB05620|CNH03570|CNI02240|CNF01310|CNF03720|CNB05120|CNF02010|CNJ02910|CNG03340|CNA04020|CNA04710|CNB05220|CNF03950|CNK00680|CNA05010|CNG03010|CNE04050|CNC04570|CNK00720|CNG01900|CNA00300|CNG00280|CNB03230|CNH03170|CND00970,34,0.0017,0.0798,0.791,0.8702,1.5413,0.9983
2384,GO:0016491,GO:0016491,FALSE,GO:0016491,oxidoreductase activity,ENR,CNF01340|CNK01940|CNM01690|CNE01560|CNA03910|CNE03330|CNF02980|CNG03490|CNG00280|CNF03710|CNL05870|CNA01280|CNE04360|CNE04370|CNA05260|CNG00620|CNA08200|CNB00140|CNB01250|CNA03510|CNA05010|CND05840|CNB03230|CNB03590|CNF04100|CNG00340|CNE01780|CNA02040|CNC02670|CNC05690|CND00150|CNH02375|CND06030|CNH02530|CNG00110|CNI04250|CNG00950|CNK00130|CNG00270|CNG00470|CNI01220|CNJ00080|CNG01830|CNG03750|CNK02140|CNM02420|CNA02240|CNA04140|CNE02870|CNI00050|CNL05270|CNJ01180|CNA00220|CNA00280|CNA00310|CNA01130|CNA01160|CNA01190|CNA01420|CNA01490|CNA01850|CNA02630|CNA03110|CNC01200|CNA03525|CNC04200|CNA04330|CNA04970|CNA05250|CNA05880|CNA06700|CNE00980|CNA07110|CNF00750|CNA07130|CNA07300|CNF01200|CNA07650|CNA08110|CNA08130|CNG03820|CNB00160|CNB00220|CNI02240|CNB00420|CNB01650|CNL06740|CNB02490|CNA02430|CNB02540|CNB02690|CND01070|CNB04240|CND01210|CNB04350|CNI04030|CNB04710|CNB05120|CNK02570|CNB05660|CNA01050|CNB05760|CNL05820|CNA01100|CNA06250|CNC00020|CNC00380|CNC01290|CNC01400|CNC02720|CNA02580|CNC02760|CNC02850|CNC03310|CNC03460|CNC02180|CNC03500|CNC03590|CNC06800|CNC03630|CNC03730|CNC03800|CNC04490|CNC04570|CNE05350|CNC05340|CNC05420|CNF04590|CNC05450|CNC05930|CNG01960|CNC06220|CNC06260|CNC06420|CNI03410|CNC06880|CNC07010|CNK03140|CND00970|CND01120|CND01760|CND02060|CNK01530|CND02080|CNC02480|CND02150|CND02230|CND02280|CND02380|CND02410|CND03420|CND03740|CND04170|CND05960|CNC06670|CND06170|CNE00130|CNE00640|CNK02580|CNE00820|CNE00850|CNE01240|CNE01720|CNE03540|CNE03550|CNE03560|CNE04820|CNF00010|CNF01310|CNF01360|CNF01370|CNF02690|CNF03900|CNB04990|CNF04610|CNF04630|CNC07160|CNF04900|CNG00060|CNG00460|CNG00750|CNG01240|CNG01250|CNG01740|CNG02390|CNG01110|CNG03300|CNG03340|CNF03160|CNG03710|CNG03840|CNF03950|CNG03990|CNG00100|CNH01030|CNH01100|CNG03010|CNH01230|CNG03100|CNH01730|CNH02090|CNH02830|CNG03280|CNH02950|CNH03180|CNH03290|CNH03320|CNH03730|CNI00060|CNI00190|CNH02960|CNI00860|CNH03170|CNI00890|CNI01300|CNI01340|CNI01690|CNI02360|CNI00320|CNI03830|CNM01450|CNI04360|CNJ00140|CNJ00900|CNK00780|CNK00790|CNJ01090|CNK00880|CNK02370|CNK02840|CNK02860|CNK03350|CNL03730|CNL05050|CNK01050|CNL05070|CNA02450|CNL05290|CNL05845|CNL05890|CNA07390|CNL05910|CNL05930|CNK02880|CNL06140|CNL06190|CNG04210|CNL06470|CNL06600|CNL06690|CNH03570|CNM00830|CNM00900|CNM01710|CNM01870|CNJ02040|CNM02160|CNM02510|CNM02580|CNM02600|CNN00040|CNL04820|CNN00580|CNN00860|CNL05500|CNN01090|CNN01530|CNN01550|CNN01640|CNB03860|CNN01870|CNN02360|CND06120|CNL06460|CNA00300|CNA01070|CNA01960|CNA04610|CNA06240|CNB04090|CNC02410|CNC04470|CNH02640|CNC05140|CND01320|CND06110|CNB03540|CNE00710|CNF02510|CNF03720|CNF04830|CNG00600|CNH01240|CNJ00460|CNJ02060|CNK02940|CNM00470|CNC04310|CNC04320|CNA01620|CNA04020|CNH01070|CNM00220|CNM00290|CNA02370|CNA04310|CNA07520|CNB01620|CNB01750|CNB01990|CNB05620|CNC00920|CNC05880|CNC01070|CNC03870|CNC04120|CNC04350|CNC04830|CNC06950|CND00180|CND01570|CND02030|CND02450|CND03480|CND03850|CND05770|CND06290|CNE00330|CNE02620|CNE04860|CNE04870|CNL05340|CNF00050|CNF00740|CNF01770|CNF02250|CNF02330|CNF02480|CNF02530|CNF03470|CNF03780|CNF04450|CNG00170|CNG00320|CNG00410|CNG00590|CNG00840|CNG01150|CNG01280|CNG03020|CNG03080|CNG04300|CNE04310|CNH01220|CNG03920|CNH02450|CNH03150|CNI00690|CNI00900|CNI01990|CNI02230|CNI02410|CNI02420|CNI03790|CNJ01190|CNJ01940|CNJ02910|CNK00550|CNK00680|CNK01540|CNK03330|CNL04570|CNL05600|CNL06240|CNN01010|CNA01370|CNA01500|CNA03530|CNA04420|CNA05000|CNA06950|CNB01310|CNB01730|CNB03380|CNB03500|CNB03640|CNB04460|CNB04720|CNB05410|CNC02900|CNC02910|CNC02920|CNC04560|CNC04660|CNC05480|CNC05590|CNC05970|CNC06430|CNC06850|CNC07090|CND04070|CND05570|CND01340|CND01490|CNE00860|CND02630|CNE02310|CNE02520|CNE02800|CNE03890|CNE03960|CNF01260|CNE04200|CNH03740|CNE05360|CNI01590|CNL03740|CNF00630|CNL06020|CNF01980|CNF03360|CNF03560|CNF04890|CNG00160|CNG02173|CNG02210|CNG03480|CNH02030|CNH02730|CNH02740|CNH03120|CNH03130|CNI00360|CNI03270|CNK02100|CNK02190|CNK03240|CNL04890|CNL05510|CNL05770|CNL05970|CNL06820|CNL06830|CNM00240|CNM00720|CNM01810|CNM02270|CNF02010|CNN01330|CNA04240|CNK00720|CNL06050|CNB01220|CNK02000|CNA05600|CNA06340|CNB01200|CNC04710|CNE00580|CNC04130|CNG01100|CNH00120|CNK01800|CNL06340|CNN00220,465,0,0.142,0.9991,0.789,1.501,1
2385,GO:0097526,GO:0097526,FALSE,GO:0097526,spliceosomal tri-snRNP complex,ENR,CNH00210|CNF00860|CNI02920|CNA00090|CNI03670|CNA05400|CNJ02650|CNJ03360|CNL03890|CNA07590|CNB03050|CNN01500|CNC01770|CNC02980|CNA00710|CNB05520|CNB00200|CND02170|CNB05340|CNC05120|CND03240|CND05530|CNI01600|CNF04330|CNG01500,25,0.023,0.1396,0.9976,-0.6802,-1.6052,-0.977
